senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,monthly_charges,gender_F,gender_M,internet_service_DSL,internet_service_Fiber optic,internet_service_No,contract_Month-to-month,contract_One year,contract_Two year,payment_method_Bank transfer (automatic),payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,churn
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3379386899850819,0,1,1,0,0,1,0,0,0,0,1,0,Yes
0.0,1.0,0.0,0.9529594471554486,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7147789923423711,1,0,0,1,0,0,1,0,0,0,1,0,No
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.477792681235417,0,1,1,0,0,0,0,1,0,1,0,0,No
0.0,0.0,0.0,0.5511379709649509,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016714885995252227,0,1,0,0,1,0,1,0,0,1,0,0,No
0.0,1.0,1.0,0.9367645159985818,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.757340808019449,0,1,0,1,0,0,0,1,1,0,0,0,No
1.0,1.0,0.0,0.4659549029553728,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5650787632001428,0,1,0,1,0,1,0,0,0,0,1,0,Yes
0.0,0.0,0.0,0.09094039579942925,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.7737469974440268,1,0,0,1,0,1,0,0,0,0,1,0,Yes
0.0,0.0,0.0,0.4956904250574305,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7694062077532555,0,1,0,1,0,1,0,0,0,1,0,0,Yes
0.0,1.0,0.0,0.12674394252077836,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6331056070844503,0,1,0,1,0,1,0,0,0,0,0,1,Yes
0.0,1.0,0.0,0.920291677555515,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.21796178495255547,0,1,1,0,0,0,0,1,1,0,0,0,No
0.0,0.0,0.0,0.15876888789069965,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024234118317610298,1,0,0,0,1,1,0,0,0,0,0,1,No
0.0,1.0,0.0,0.8950307844930321,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6813032497418725,0,1,0,1,0,0,1,0,0,0,1,0,Yes
0.0,0.0,1.0,0.09094039579942925,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08697129830002581,0,1,0,0,1,0,0,1,0,0,0,1,No
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.803611291777979,1,0,0,1,0,0,0,1,1,0,0,0,No
0.0,1.0,1.0,0.8778000968445132,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.7973549964754432,0,1,0,1,0,0,1,0,0,1,0,0,No
0.0,0.0,1.0,0.9529594471554486,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018327646290799027,0,1,0,0,1,0,0,1,0,1,0,0,No
0.0,0.0,0.0,0.9035271062199788,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.3379386899850819,1,0,1,0,0,1,0,0,0,0,1,0,Yes
0.0,0.0,1.0,0.7667314905909031,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8180377971616908,0,1,0,1,0,0,0,1,1,0,0,0,No
0.0,0.0,0.0,0.09094039579942925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1746795209404447,1,0,1,0,0,1,0,0,0,1,0,0,No
0.0,0.0,0.0,0.38395123523189756,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8698483424506538,1,0,0,1,0,1,0,0,0,0,1,0,Yes
0.0,0.0,1.0,0.8240415532150858,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.43160098872929564,1,0,1,0,0,0,1,0,1,0,0,0,No
0.0,0.0,0.0,0.9035271062199788,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4772972614867237,1,0,1,0,0,0,1,0,0,0,1,0,No
0.0,0.0,0.0,0.6381539641543058,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.37664004272289636,0,1,1,0,0,1,0,0,1,0,0,0,No
0.0,0.0,0.0,0.2861143725768439,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9176537382565181,0,1,0,1,0,1,0,0,0,0,1,0,Yes
1.0,0.0,0.0,0.5511379709649509,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011333001968190315,0,1,0,0,1,0,1,0,0,1,0,0,No
0.0,0.0,0.0,0.187958695105774,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6652597347532526,1,0,0,1,0,1,0,0,0,0,1,0,Yes
0.0,1.0,0.0,0.9609567291417405,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9286270803757184,1,0,0,1,0,0,1,0,0,0,1,0,No
0.0,1.0,1.0,0.8053650839901318,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.18501612846240206,1,0,1,0,0,0,1,0,0,1,0,0,No
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01940236296085701,0,1,0,0,1,1,0,0,0,0,0,1,No
1.0,0.0,0.0,0.2149224348532317,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6696374219469152,1,0,0,1,0,1,0,0,0,0,1,0,No
1.0,0.0,0.0,0.5642768936191539,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.921471465627903,1,0,0,1,0,0,1,0,1,0,0,0,No
0.0,1.0,1.0,0.683456556708244,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7360779723865255,0,1,0,1,0,0,1,0,0,1,0,0,No
0.0,1.0,1.0,0.9285636734320705,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.8262060155190185,1,0,0,1,0,1,0,0,0,0,1,0,Yes
0.0,1.0,1.0,0.6143937700981975,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.7176855612115332,0,1,0,1,0,1,0,0,0,0,1,0,No
0.0,1.0,1.0,0.8147539374979358,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8578722071682789,0,1,0,1,0,1,0,0,1,0,0,0,Yes
1.0,0.0,0.0,0.6263734002286339,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6379833051136298,0,1,0,1,0,1,0,0,0,1,0,0,No
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06794376727479828,1,0,1,0,0,1,0,0,0,0,1,0,Yes
0.0,1.0,0.0,0.9285636734320705,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6389585906206116,1,0,0,1,0,0,1,0,0,1,0,0,No
0.0,0.0,0.0,0.6022053266017849,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.7660290333135091,0,1,0,1,0,1,0,0,0,1,0,0,No
0.0,1.0,0.0,0.9923125145751528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.974818970904535,0,1,0,1,0,0,0,1,1,0,0,0,No
0.0,0.0,0.0,0.842324957517367,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.87415728719687,1,0,0,1,0,0,0,1,0,0,1,0,No
0.0,0.0,0.0,0.32771654054653043,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.810345578934843,1,0,0,1,0,1,0,0,1,0,0,0,Yes
0.0,1.0,0.0,0.8147539374979358,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.7669940302345692,0,1,0,1,0,1,0,0,0,1,0,0,No
0.0,0.0,0.0,0.0497519637871241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013486874963036022,1,0,0,0,1,1,0,0,0,0,0,1,No
0.0,0.0,0.0,0.2637345902089357,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8045735393293321,1,0,0,1,0,1,0,0,0,1,0,0,Yes
0.0,0.0,0.0,0.4182492059464703,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.761685654106505,0,1,0,1,0,1,0,0,0,0,1,0,Yes
0.0,1.0,0.0,0.8690614787257132,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8746359787875548,1,0,0,1,0,0,1,0,0,1,0,0,No
0.0,1.0,1.0,0.9609567291417405,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6404213605869024,0,1,1,0,0,0,0,1,0,1,0,0,No
1.0,0.0,0.0,0.2637345902089357,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8257256671763404,0,1,0,1,0,1,0,0,0,0,1,0,Yes
0.0,0.0,0.0,0.12674394252077836,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3941678392433031,0,1,1,0,0,1,0,0,0,0,1,0,No
0.0,0.0,0.0,0.4504984555118551,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.4832405349060103,0,1,1,0,0,0,1,0,1,0,0,0,No
0.0,0.0,1.0,0.24007987746108356,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018327646290799027,1,0,0,0,1,1,0,0,0,0,0,1,No
0.0,0.0,0.0,0.9923125145751528,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9286270803757184,1,0,0,1,0,0,0,1,0,0,1,0,No
1.0,0.0,0.0,0.2861143725768439,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5572201265185304,0,1,0,1,0,1,0,0,0,0,1,0,Yes
1.0,0.0,0.0,0.38395123523189756,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7147789923423711,1,0,0,1,0,1,0,0,0,1,0,0,No
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8794220171134106,0,1,0,1,0,0,1,0,1,0,0,0,No
0.0,0.0,0.0,0.32771654054653043,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01940236296085701,0,1,0,0,1,0,1,0,0,1,0,0,No
0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0742965419805765,0,1,0,0,1,0,0,1,1,0,0,0,No
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5640967627104532,0,1,0,1,0,1,0,0,0,0,1,0,Yes
1.0,0.0,0.0,0.5100224772679167,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5822487348800158,1,0,0,1,0,1,0,0,1,0,0,0,No
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.485220774439287,0,1,1,0,0,0,0,1,1,0,0,0,No
0.0,0.0,0.0,0.5511379709649509,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6340813164591088,1,0,0,1,0,1,0,0,0,0,1,0,No
0.0,0.0,0.0,0.48100955046764615,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8645800871456983,1,0,0,1,0,0,1,0,0,0,0,1,No
0.0,1.0,0.0,0.9035271062199788,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06317224006257499,0,1,0,0,1,0,1,0,1,0,0,0,No
0.0,0.0,0.0,0.32771654054653043,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023697614770309128,0,1,0,0,1,1,0,0,0,0,0,1,No
0.0,1.0,0.0,0.4013792551953058,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5822487348800158,0,1,0,1,0,1,0,0,0,0,1,0,No
0.0,1.0,0.0,0.9285636734320705,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.624320379407256,1,0,1,0,0,0,1,0,0,1,0,0,No
1.0,0.0,0.0,0.4956904250574305,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6438337537210996,1,0,0,1,0,1,0,0,0,0,1,0,No
0.0,1.0,1.0,0.6263734002286339,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5910680712485746,1,0,1,0,0,1,0,0,1,0,0,0,No
1.0,0.0,0.0,0.09094039579942925,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6213904240332553,1,0,0,1,0,1,0,0,0,0,1,0,Yes
0.0,0.0,0.0,0.3471906800900553,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6384709584292361,1,0,0,1,0,1,0,0,0,0,1,0,Yes
0.0,1.0,1.0,0.9688892512684961,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8569136788753687,1,0,0,1,0,0,0,1,0,1,0,0,No
0.0,1.0,1.0,0.6022053266017849,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6900450600943078,1,0,0,1,0,0,1,0,0,0,1,0,No
0.0,0.0,0.0,0.4013792551953058,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5793073167859131,1,0,0,1,0,1,0,0,1,0,0,0,No
0.0,0.0,0.0,0.6381539641543058,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6331056070844503,0,1,0,1,0,0,0,1,1,0,0,0,No
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011333001968190315,0,1,0,0,1,0,0,1,0,1,0,0,No
1.0,0.0,0.0,0.12674394252077836,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6720687600962486,1,0,0,1,0,1,0,0,0,0,1,0,Yes
0.0,0.0,0.0,0.32771654054653043,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.16224838014452536,1,0,1,0,0,0,1,0,0,0,0,1,No
1.0,1.0,0.0,0.12674394252077836,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6589334902520343,1,0,0,1,0,1,0,0,0,0,1,0,No
0.0,0.0,0.0,0.187958695105774,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6179711589628897,1,0,0,1,0,1,0,0,0,0,1,0,Yes
0.0,1.0,0.0,0.9448958980460651,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8980724466923977,1,0,0,1,0,0,1,0,0,1,0,0,No
0.0,0.0,0.0,0.38395123523189756,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017790151131650722,1,0,0,0,1,1,0,0,0,0,0,1,No
0.0,0.0,1.0,0.5240280318728455,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03012984494012433,1,0,0,0,1,0,1,0,1,0,0,0,No
0.0,0.0,1.0,0.3471906800900553,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12633348206873385,1,0,1,0,0,1,0,0,0,0,1,0,No
0.0,0.0,0.0,0.5240280318728455,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6257850662315114,0,1,0,1,0,1,0,0,0,1,0,0,No
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4847257543139371,1,0,1,0,0,0,0,1,1,0,0,0,No
0.0,1.0,1.0,0.8513263383141965,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8602682433922648,1,0,0,1,0,1,0,0,1,0,0,0,No
0.0,0.0,0.0,0.09094039579942925,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5724407919010145,1,0,0,1,0,1,0,0,1,0,0,0,Yes
0.0,1.0,1.0,0.12674394252077836,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024234118317610298,0,1,0,0,1,1,0,0,0,0,0,1,No
1.0,1.0,1.0,0.6263734002286339,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7375288489208878,1,0,0,1,0,1,0,0,0,0,0,1,No
1.0,0.0,0.0,0.661153324059002,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8117882027724548,0,1,0,1,0,1,0,0,0,0,1,0,Yes
0.0,1.0,1.0,0.661153324059002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024234118317610298,0,1,0,0,1,0,0,1,1,0,0,0,No
1.0,0.0,0.0,0.0497519637871241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2787336792287052,0,1,1,0,0,1,0,0,0,0,0,1,Yes
0.0,0.0,0.0,0.24007987746108356,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5842092234278714,1,0,0,1,0,1,0,0,0,0,1,0,No
0.0,0.0,0.0,0.4956904250574305,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3811508893465433,0,1,1,0,0,1,0,0,0,0,0,1,No
0.0,0.0,0.0,0.38395123523189756,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4196406483118925,1,0,1,0,0,1,0,0,0,0,1,0,No
0.0,0.0,0.0,0.4956904250574305,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7737469974440268,0,1,0,1,0,1,0,0,0,0,1,0,No
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2761920359671477,0,1,1,0,0,1,0,0,0,1,0,0,Yes
0.0,1.0,1.0,0.9923125145751528,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07694046313631886,1,0,0,0,1,0,0,1,1,0,0,0,No
0.0,0.0,0.0,0.12674394252077836,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.39766879911385716,0,1,1,0,0,1,0,0,0,0,1,0,No
0.0,0.0,0.0,0.537727157297909,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6443211544505333,0,1,1,0,0,1,0,0,1,0,0,0,No
0.0,1.0,1.0,0.6263734002286339,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6866462316853857,1,0,0,1,0,1,0,0,0,0,1,0,No
1.0,1.0,0.0,0.2149224348532317,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1226745975579927,0,1,1,0,0,1,0,0,1,0,0,0,No
0.0,0.0,0.0,0.4182492059464703,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024234118317610298,0,1,0,0,1,0,1,0,0,0,0,1,No
1.0,1.0,0.0,0.24007987746108356,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4390677017333952,0,1,1,0,0,1,0,0,1,0,0,0,No
1.0,0.0,0.0,0.8690614787257132,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5611501981621438,1,0,1,0,0,0,0,1,1,0,0,0,No
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2863527276412664,0,1,1,0,0,1,0,0,0,0,0,1,Yes
1.0,0.0,0.0,0.24007987746108356,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8238041053002012,0,1,0,1,0,1,0,0,0,1,0,0,Yes
0.0,0.0,0.0,0.2149224348532317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010794298267973623,0,1,0,0,1,1,0,0,0,0,1,0,Yes
0.0,0.0,1.0,0.09094039579942925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02798716919086719,0,1,0,0,1,1,0,0,0,0,0,1,No
0.0,0.0,0.0,0.9923125145751528,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6013480701123909,1,0,1,0,0,0,0,1,0,1,0,0,No
0.0,0.0,0.0,0.0497519637871241,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7824242446920362,1,0,0,1,0,1,0,0,0,0,1,0,Yes
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.729788895526124,1,0,0,1,0,1,0,0,0,0,1,0,Yes
0.0,1.0,0.0,0.8053650839901318,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.761685654106505,0,1,0,1,0,1,0,0,1,0,0,0,No
0.0,0.0,0.0,0.8864558080665539,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5301593877294783,0,1,1,0,0,0,0,1,1,0,0,0,No
1.0,1.0,0.0,0.7567855111107402,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12842295774636947,0,1,1,0,0,1,0,0,0,0,1,0,Yes
0.0,1.0,1.0,0.8950307844930321,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5876392024351277,1,0,1,0,0,0,0,1,0,1,0,0,No
0.0,0.0,0.0,0.9923125145751528,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8980724466923977,0,1,0,1,0,0,0,1,0,0,1,0,Yes
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5281884607090773,0,1,0,1,0,1,0,0,0,0,1,0,Yes
0.0,0.0,0.0,0.30739525379683674,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5807781287921578,1,0,0,1,0,1,0,0,0,0,1,0,No
1.0,1.0,0.0,0.920291677555515,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8569136788753687,0,1,0,1,0,0,1,0,0,0,1,0,Yes
0.0,1.0,1.0,0.661153324059002,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3796475609629528,1,0,1,0,0,0,1,0,1,0,0,0,No
0.0,0.0,0.0,0.4659549029553728,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013486874963036022,1,0,0,0,1,1,0,0,1,0,0,0,No
0.0,1.0,1.0,0.7157269759830088,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014563249825158886,0,1,0,0,1,0,0,1,0,0,0,1,No
0.0,0.0,0.0,0.7051197889498053,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.30814626311743304,1,0,1,0,0,0,1,0,0,0,1,0,No
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6915014042603169,0,1,0,1,0,1,0,0,0,0,1,0,Yes
0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05892578146115268,1,0,0,0,1,0,0,1,1,0,0,0,No
1.0,1.0,0.0,0.6381539641543058,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6331056070844503,1,0,0,1,0,1,0,0,1,0,0,0,Yes
0.0,0.0,0.0,0.32771654054653043,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2670338827367189,1,0,1,0,0,1,0,0,1,0,0,0,No
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016177115546564924,0,1,0,0,1,1,0,0,1,0,0,0,No
0.0,0.0,1.0,0.5642768936191539,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009716606581739673,0,1,0,0,1,1,0,0,0,0,0,1,No
0.0,1.0,1.0,0.6497444828057255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014563249825158886,0,1,0,0,1,0,1,0,0,1,0,0,No
0.0,1.0,0.0,0.8690614787257132,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6301779678698527,1,0,0,1,0,0,0,1,1,0,0,0,No
0.0,0.0,0.0,0.8864558080665539,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0652936626202168,1,0,0,0,1,0,0,1,0,1,0,0,No
0.0,1.0,1.0,0.4956904250574305,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0748254693219561,1,0,0,0,1,0,0,1,0,1,0,0,No
0.0,1.0,1.0,0.2861143725768439,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08380638131059381,1,0,0,0,1,0,0,1,0,1,0,0,No
0.0,0.0,0.0,0.3471906800900553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018865050156262053,0,1,0,0,1,0,0,1,0,1,0,0,No
0.0,0.0,0.0,0.661153324059002,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6788738235300167,1,0,0,1,0,1,0,0,0,1,0,0,Yes
0.0,0.0,0.0,0.6497444828057255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5291739736126884,1,0,0,1,0,1,0,0,0,1,0,0,Yes
1.0,0.0,0.0,0.12674394252077836,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7660290333135091,1,0,0,1,0,1,0,0,0,0,1,0,Yes
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026379246764809128,0,1,0,0,1,0,0,1,1,0,0,0,No
0.0,0.0,0.0,0.0497519637871241,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5321299201974511,0,1,1,0,0,1,0,0,0,0,1,0,No
0.0,0.0,0.0,0.2149224348532317,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7761579217986034,1,0,0,1,0,1,0,0,0,0,1,0,Yes
1.0,1.0,0.0,0.5642768936191539,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5832290247534009,0,1,0,1,0,1,0,0,0,0,1,0,Yes
0.0,1.0,1.0,0.12674394252077836,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5247383854413801,0,1,0,1,0,1,0,0,0,0,0,1,No
0.0,0.0,0.0,0.683456556708244,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017252564444846186,1,0,0,0,1,0,0,1,0,0,0,1,No
0.0,0.0,0.0,0.48100955046764615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018865050156262053,0,1,0,0,1,1,0,0,0,0,0,1,No
1.0,1.0,0.0,0.842324957517367,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7809784361609202,1,0,0,1,0,0,1,0,0,1,0,0,No
0.0,0.0,0.0,0.43460854976923685,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7254330585190534,1,0,0,1,0,1,0,0,0,0,1,0,Yes
0.0,0.0,0.0,0.0497519637871241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.518821132417443,1,0,0,1,0,1,0,0,0,0,1,0,Yes
0.0,1.0,1.0,0.6263734002286339,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8165958385721792,0,1,0,1,0,1,0,0,0,1,0,0,Yes
1.0,1.0,0.0,0.5100224772679167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02691530853653007,0,1,0,0,1,0,1,0,0,0,1,0,No
0.0,0.0,0.0,0.09094039579942925,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3313848730176985,0,1,1,0,0,1,0,0,0,0,0,1,No
0.0,1.0,1.0,0.9923125145751528,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4166479130523355,1,0,1,0,0,0,0,1,0,0,0,1,No
0.0,0.0,0.0,0.2637345902089357,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7814603900341754,0,1,0,1,0,1,0,0,1,0,0,0,No
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3248251256062502,1,0,1,0,0,1,0,0,0,0,1,0,No
0.0,1.0,1.0,0.43460854976923685,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4046661990964431,0,1,1,0,0,1,0,0,0,0,1,0,Yes
