senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,monthly_charges,total_charges,gender_F,gender_M,internet_service_DSL,internet_service_Fiber optic,internet_service_No,contract_Month-to-month,contract_One year,contract_Two year,payment_method_Bank transfer (automatic),payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check
0.0,0.0,0.0,0.7862708497641429,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5729314079475217,0.7390522559212194,1,0,1,0,0,0,0,1,0,0,0,1
0.0,1.0,0.0,0.6497444828057255,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0690032924825971,0.4187174897165554,1,0,0,0,1,1,0,0,0,0,1,0
0.0,1.0,1.0,0.7765586355295433,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.817557161295581,0.812555082564494,1,0,0,1,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.8778000968445132,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7007208092701226,0.8273721735705799,1,0,0,1,0,1,0,0,1,0,0,0
0.0,0.0,0.0,0.0497519637871241,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7317243335547312,0.2011912967630839,0,1,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.4956904250574305,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107942982679736,0.3158479748639975,1,0,0,0,1,0,1,0,0,0,0,1
0.0,1.0,0.0,0.8053650839901318,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6696374219469152,0.7769838455143043,0,1,1,0,0,0,1,0,0,0,1,0
0.0,1.0,1.0,0.2861143725768439,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0236976147703091,0.2419209229059528,0,1,0,0,1,0,1,0,0,0,0,1
0.0,1.0,0.0,0.920291677555515,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0578634064319146,0.5313824418496688,1,0,0,0,1,0,0,1,1,0,0,0
0.0,0.0,0.0,0.5100224772679167,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3741328961553405,0.5061787069185381,1,0,1,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.5100224772679167,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4787834403754019,0.5444345044951656,0,1,1,0,0,0,1,0,1,0,0,0
0.0,1.0,1.0,0.9119467666736026,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8784649369044852,0.9121156588331748,0,1,0,1,0,0,1,0,0,0,1,0
0.0,0.0,0.0,0.968889251268496,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3746343897742966,0.7517679711857488,1,0,1,0,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0210137573204771,0.0047543479125623,0,1,0,0,1,1,0,0,0,0,0,1
0.0,0.0,0.0,0.7862708497641429,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7708532988155695,0.8069106997998283,0,1,0,1,0,0,1,0,1,0,0,0
1.0,0.0,0.0,0.5897975123201569,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4156500968158693,0.571716812268549,1,0,1,0,0,1,0,0,1,0,0,0
0.0,1.0,1.0,0.968889251268496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9467394669606196,0.9680706882465088,0,1,0,1,0,0,0,1,0,0,1,0
0.0,1.0,1.0,0.9035271062199788,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571950152698304,0.8018999051867082,0,1,0,1,0,1,0,0,1,0,0,0
0.0,1.0,0.0,0.8602376838401232,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3981688127580294,0.7086627413016688,1,0,1,0,0,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0497519637871241,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5778362984264788,0.1846580377420885,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6081959490934405,0.1144100603510626,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.7674765016934301,0.9289050736323038,1,0,0,1,0,0,0,1,0,1,0,0
0.0,1.0,1.0,0.9923125145751528,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.8257256671763404,0.9336683355486636,1,0,0,1,0,0,0,1,1,0,0,0
0.0,0.0,1.0,0.6143937700981975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019939584936256,0.3713374498758082,1,0,0,0,1,0,1,0,0,1,0,0
0.0,0.0,0.0,0.1587688878906996,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7486466851646394,0.3298215504703435,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0497519637871241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018865050156262,0.0569539855667458,1,0,0,0,1,1,0,0,0,0,0,1
0.0,0.0,0.0,0.187958695105774,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5345925327482833,0.3234159528660891,1,0,0,1,0,1,0,0,0,1,0,0
0.0,1.0,1.0,0.6263734002286339,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7346269278430652,0.6958358787684455,1,0,0,1,0,1,0,0,1,0,0,0
0.0,1.0,0.0,0.8513263383141965,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9143124243277982,0.8915413397850971,0,1,0,1,0,0,0,1,1,0,0,0
0.0,1.0,0.0,0.9845657700648542,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9576917847143942,0.9833279020151184,0,1,0,1,0,0,0,1,0,1,0,0
0.0,1.0,1.0,0.3839512352318975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0167148859952522,0.2575615335420945,1,0,0,0,1,1,0,0,0,0,0,1
1.0,1.0,0.0,0.537727157297909,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8064978276065925,0.657082374730448,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.6381539641543058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129485474907393,0.3743562573329213,0,1,0,0,1,0,1,0,1,0,0,0
1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9243341213326348,0.96911964009087,1,0,0,1,0,0,0,1,0,1,0,0
0.0,1.0,1.0,0.9285636734320704,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3364267928513194,0.717271530178583,1,0,1,0,0,0,0,1,1,0,0,0
0.0,1.0,1.0,0.3073952537968367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151012977007883,0.2327700440480087,0,1,0,0,1,0,0,1,0,0,0,1
0.0,1.0,0.0,0.9119467666736026,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7872424587430757,0.8698871699444407,0,1,0,1,0,0,1,0,1,0,0,0
0.0,0.0,0.0,0.3073952537968367,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8281272406507751,0.4866090979019387,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,0.4346085497692368,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2726320712540022,0.4159779247272635,0,1,1,0,0,1,0,0,1,0,0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1388562357292684,0.0360664964053809,0,1,1,0,0,1,0,0,0,0,0,1
0.0,1.0,1.0,0.8332309387360852,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8238041053002012,0.8473437438298967,1,0,0,1,0,0,1,0,0,0,1,0
0.0,0.0,0.0,0.3073952537968367,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3681124510108444,0.3879139596533024,1,0,1,0,0,0,1,0,1,0,0,0
0.0,0.0,0.0,0.5897975123201569,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5881291086819826,0.6277245410312458,1,0,0,1,0,1,0,0,0,1,0,0
0.0,1.0,1.0,0.9767584652509992,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8156344478001702,0.9326652153824816,0,1,0,1,0,1,0,0,0,1,0,0
0.0,0.0,0.0,0.4504984555118551,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4121567993671982,0.4718174573647305,1,0,1,0,0,0,1,0,0,0,1,0
0.0,0.0,0.0,0.4956904250574305,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3811508893465433,0.5067934007175166,0,1,1,0,0,1,0,0,0,0,0,1
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6496811820750925,0.8852335381456908,0,1,1,0,0,0,0,1,1,0,0,0
0.0,0.0,1.0,0.7051197889498053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118716112399319,0.418493217220402,0,1,0,0,1,0,1,0,1,0,0,0
0.0,0.0,0.0,0.537727157297909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02691530853653,0.3449578257618164,0,1,0,0,1,0,0,1,0,0,0,1
0.0,0.0,0.0,0.3839512352318975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0145632498251588,0.2700829051832712,1,0,0,0,1,1,0,0,0,0,0,1
0.0,1.0,0.0,0.9845657700648542,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4081626585692064,0.775668283612255,1,0,1,0,0,0,0,1,1,0,0,0
0.0,1.0,1.0,0.9448958980460652,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6681783758348017,0.8516496795104032,0,1,1,0,0,0,0,1,1,0,0,0
0.0,0.0,0.0,0.9767584652509992,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6135733965864764,0.8533548015004088,0,1,1,0,0,0,1,0,0,1,0,0
1.0,0.0,0.0,0.6263734002286339,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5724407919010145,0.6340096720782964,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,0.968889251268496,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6900450600943078,0.8744134119589835,1,0,0,1,0,0,1,0,0,1,0,0
0.0,1.0,1.0,0.9923125145751528,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.646757843965524,0.8861789572600911,1,0,1,0,0,0,0,1,0,1,0,0
0.0,0.0,0.0,0.8332309387360852,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8688906227133427,0.8570853181745322,0,1,0,1,0,0,1,0,1,0,0,0
0.0,1.0,0.0,0.968889251268496,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.623343813892894,0.8617475010066511,1,0,1,0,0,0,0,1,1,0,0,0
0.0,1.0,1.0,0.9767584652509992,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6462705479017083,0.8661814072661049,0,1,1,0,0,0,0,1,1,0,0,0
0.0,1.0,1.0,0.8690614787257132,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4430473116161719,0.7269041879953773,1,0,1,0,0,0,0,1,0,1,0,0
0.0,1.0,0.0,0.7365203006549813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0732384716084024,0.4810035708995298,0,1,1,0,0,1,0,0,0,1,0,0
0.0,0.0,0.0,0.4810095504676461,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6672055768717482,0.5740083389127056,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0497519637871241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2827982640607792,0.1278946525350888,0,1,1,0,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.4182492059464703,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177901511316507,0.2834743616088625,0,1,0,0,1,0,1,0,1,0,0,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.520300783151618,0.1028135397981938,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.661153324059002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151012977007883,0.4021350331729067,1,0,0,0,1,0,1,0,0,0,0,1
1.0,1.0,0.0,0.7467165703705313,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9124027647767324,0.8242446338895006,1,0,0,1,0,0,1,0,0,0,0,1
0.0,0.0,0.0,0.0909403957994292,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215507081869915,0.0919893387619144,0,1,0,0,1,1,0,0,0,0,1,0
0.0,0.0,0.0,0.6022053266017849,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3177540560854905,0.548102370429969,1,0,1,0,0,1,0,0,0,0,0,1
0.0,1.0,1.0,0.4659549029553728,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5336075613367468,0.5390601179895111,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,0.7467165703705313,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.7640988231745829,0.7801104859933967,1,0,0,1,0,1,0,0,0,0,1,0
1.0,1.0,0.0,0.9767584652509992,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1226745975579927,0.6192772252181977,0,1,1,0,0,0,1,0,0,1,0,0
0.0,1.0,0.0,0.7958718306578962,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.7925404637434015,0.8162616675206319,1,0,0,1,0,0,1,0,0,0,1,0
1.0,1.0,0.0,0.5642768936191539,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5802878810246657,0.5967664445429219,1,0,0,1,0,1,0,0,1,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0811670461049977,0.0218454431721266,1,0,1,0,0,0,1,0,0,0,0,1
0.0,0.0,0.0,0.4013792551953058,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3831548823494354,0.4391405891932391,0,1,1,0,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.187958695105774,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7636162255188352,0.3509211544695665,1,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.7467165703705313,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6062398542964857,0.7283421002351698,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.8864558080665539,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.7520284375870532,0.850607920229898,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.8864558080665539,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.812749866466072,0.8722899824169992,0,1,0,1,0,0,1,0,1,0,0,0
0.0,1.0,1.0,0.9767584652509992,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4440419295107432,0.7770165905066035,1,0,1,0,0,0,0,1,0,1,0,0
0.0,0.0,0.0,0.3073952537968367,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2323156945846145,0.3194376230440499,1,0,1,0,0,0,1,0,0,1,0,0
0.0,0.0,1.0,0.1587688878906996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0210137573204771,0.1212930383861257,0,1,0,0,1,1,0,0,0,0,0,1
0.0,1.0,1.0,0.9367645159985818,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7268851739719533,0.8676079419774304,0,1,0,1,0,0,1,0,0,1,0,0
0.0,1.0,1.0,0.5100224772679167,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.6642866913924826,0.5934273844166245,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.1587688878906996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018327646290799,0.1462780681465222,0,1,0,0,1,1,0,0,0,0,0,1
0.0,0.0,0.0,0.4956904250574305,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7172011808546418,0.5943031021801273,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9119253114845124,0.9680266750904404,1,0,0,1,0,0,0,1,0,1,0,0
0.0,1.0,1.0,0.9923125145751528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156392528613008,0.5142368099795916,0,1,0,0,1,0,0,1,0,1,0,0
1.0,0.0,0.0,0.8053650839901318,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6404213605869024,0.7770853451944658,0,1,1,0,0,0,0,1,0,1,0,0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6764438963674587,0.122814175737722,1,0,0,1,0,1,0,0,0,0,1,0
1.0,1.0,0.0,0.5100224772679167,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6934429204628365,0.6020248901666855,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,0.9923125145751528,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0785259612245775,0.5920393362518943,1,0,0,0,1,0,0,1,0,1,0,0
0.0,0.0,0.0,0.4346085497692368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0737675427917796,0.33777083954251,0,1,1,0,0,1,0,0,0,0,0,1
0.0,1.0,1.0,0.7365203006549813,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118716112399319,0.437478726792357,0,1,0,0,1,0,0,1,0,0,0,1
0.0,1.0,0.0,0.5897975123201569,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6706100179487332,0.652612600952085,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,1.0,0.2149224348532317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129485474907393,0.1728448428193432,0,1,0,0,1,0,1,0,0,0,0,1
0.0,1.0,1.0,0.187958695105774,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3891638293197977,0.2980599713069928,1,0,1,0,0,1,0,0,0,1,0,0
0.0,0.0,0.0,0.7261920732051075,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8660170773940812,0.7953069868343461,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.3073952537968367,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5341000592983893,0.4294748443477878,1,0,1,0,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.4956904250574305,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0853891497941171,0.3758908246584009,1,0,0,0,1,0,0,1,0,0,0,1
1.0,1.0,0.0,0.0497519637871241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5222733003751067,0.1862043272129392,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.9767584652509992,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4713501266642291,0.7895164258769024,1,0,1,0,0,0,0,1,0,1,0,0
0.0,1.0,0.0,0.9845657700648542,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5974330433888448,0.8497891209894792,0,1,1,0,0,0,0,1,0,1,0,0
0.0,1.0,1.0,0.9285636734320704,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.8262060155190185,0.8965841884235903,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0909403957994292,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172525644448461,0.0964888103275228,0,1,0,0,1,1,0,0,0,0,0,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.623343813892894,0.1163174874148056,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.968889251268496,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9190855004765346,0.9443384914125188,1,0,0,1,0,0,0,1,0,1,0,0
1.0,1.0,0.0,0.1587688878906996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5296666930101244,0.2715412457433361,1,0,0,1,0,1,0,0,0,0,1,0
1.0,1.0,0.0,0.9767584652509992,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.723980772883088,0.8931284984768691,0,1,0,1,0,1,0,0,0,0,1,0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5336075613367468,0.104630992503565,1,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.3277165405465304,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6706100179487332,0.474381851757119,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9515023045813604,0.9809457519278189,1,0,0,1,0,0,0,1,1,0,0,0
0.0,1.0,1.0,0.1267439425207783,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5660606700678169,0.2816343937231381,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0497519637871241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2954841091325904,0.1260898902365618,0,1,1,0,0,1,0,0,1,0,0,0
0.0,0.0,0.0,0.2149224348532317,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.81899901794792,0.393409972911904,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.661153324059002,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3801487022592882,0.6058890831139963,0,1,1,0,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.3471906800900553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129485474907393,0.2562085951272388,0,1,0,0,1,0,1,0,0,0,0,1
0.0,0.0,0.0,0.3277165405465304,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4465279783750693,0.4033238687724166,1,0,1,0,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.9367645159985818,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0690032924825971,0.5620795064744766,1,0,0,0,1,0,1,0,0,0,0,1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5856793507204827,0.1115275547352528,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.761685654106505,0.1326837668124545,1,0,0,1,0,1,0,0,0,0,1,0
1.0,1.0,0.0,0.9285636734320704,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6662326965454113,0.851919697418258,0,1,1,0,0,0,1,0,1,0,0,0
0.0,0.0,0.0,0.7467165703705313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9648304081745692,0.8279563911194034,1,0,0,1,0,0,0,1,0,1,0,0
0.0,0.0,0.0,0.7467165703705313,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7307566521158233,0.7651946392940607,0,1,0,1,0,0,1,0,0,1,0,0
0.0,1.0,1.0,0.7765586355295433,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0161771155465649,0.4352309836403293,0,1,0,0,1,0,0,1,0,1,0,0
0.0,0.0,0.0,0.7567855111107402,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6783878782233197,0.7529199331820604,0,1,1,0,0,0,1,0,1,0,0,0
1.0,0.0,0.0,0.4956904250574305,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5267100058017523,0.5492694486957319,1,0,1,0,0,1,0,0,0,0,0,1
0.0,1.0,1.0,0.7667314905909031,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102554998895081,0.4449039968614935,0,1,0,0,1,0,0,1,0,0,1,0
1.0,0.0,0.0,0.6263734002286339,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6379833051136298,0.6667415855068802,0,1,0,1,0,1,0,0,0,1,0,0
0.0,0.0,0.0,0.3277165405465304,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156392528613008,0.251555933057817,1,0,0,0,1,0,1,0,0,0,0,1
0.0,1.0,1.0,0.8602376838401232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013486874963036,0.4683876956597188,0,1,0,0,1,0,1,0,0,0,0,1
0.0,1.0,1.0,0.9609567291417404,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107942982679736,0.525008880988324,1,0,0,0,1,0,0,1,1,0,0,0
0.0,0.0,0.0,0.7051197889498053,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4161490198287775,0.6286750573865058,1,0,1,0,0,0,1,0,0,1,0,0
0.0,1.0,1.0,0.7467165703705313,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018865050156262,0.4270312486783756,1,0,0,0,1,0,1,0,0,0,0,1
0.0,1.0,1.0,0.1267439425207783,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5247383854413801,0.2633255749116986,0,1,0,1,0,1,0,0,0,0,0,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2690701505047879,0.0629627730798746,0,1,1,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.1587688878906996,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3881626526012446,0.258246410876209,0,1,1,0,0,1,0,0,0,0,0,1
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4807646378347263,0.8198499633232428,0,1,1,0,0,0,0,1,0,1,0,0
0.0,1.0,0.0,0.9767584652509992,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8722423608728985,0.9426961803139888,1,0,0,1,0,0,0,1,1,0,0,0
0.0,1.0,1.0,0.4182492059464703,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.7423638943819764,0.5531536193048422,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.36590996542709,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5257242452771337,0.4484342691260022,1,0,1,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.2861143725768439,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8266863470289323,0.4744978002881752,1,0,0,1,0,1,0,0,0,0,1,0
1.0,1.0,0.0,0.2400798774610835,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6662326965454113,0.3779114714479197,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.537727157297909,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5714594903229304,0.5891906932656255,1,0,1,0,0,0,1,0,0,0,0,1
0.0,1.0,1.0,0.6143937700981975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140251089933381,0.3898033027682035,1,0,0,0,1,1,0,0,0,0,0,1
