senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,monthly_charges,gender_F,gender_M,internet_service_DSL,internet_service_Fiber optic,internet_service_No,contract_Month-to-month,contract_One year,contract_Two year,payment_method_Bank transfer (automatic),payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check
0.0,1.0,1.0,0.920291677555515,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8223627567129308,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0210137573204771,0,1,0,0,1,0,1,0,0,0,1,0
0.0,1.0,1.0,0.4346085497692368,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0732384716084024,1,0,0,0,1,0,0,1,0,0,0,1
0.0,0.0,0.0,0.8332309387360852,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.624808629860699,0,1,1,0,0,0,0,1,0,1,0,0
1.0,1.0,0.0,0.577158862668874,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9248111774259736,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.537727157297909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0204767163129938,0,1,0,0,1,1,0,0,0,0,0,1
0.0,0.0,0.0,0.7958718306578962,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.7766400532066984,0,1,0,1,0,1,0,0,0,0,1,0
1.0,1.0,0.0,0.9609567291417404,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8746359787875548,1,0,0,1,0,0,1,0,0,0,1,0
0.0,0.0,0.0,0.1267439425207783,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.335418687855655,1,0,1,0,0,1,0,0,1,0,0,0
0.0,1.0,0.0,0.9448958980460652,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3816519351982645,1,0,1,0,0,1,0,0,0,0,0,1
0.0,1.0,0.0,0.6022053266017849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151012977007883,1,0,0,0,1,1,0,0,1,0,0,0
1.0,1.0,0.0,0.9767584652509992,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.901417435490528,0,1,0,1,0,0,0,1,1,0,0,0
1.0,1.0,0.0,0.7157269759830088,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3881626526012446,0,1,1,0,0,0,1,0,0,0,1,0
1.0,0.0,0.0,0.4504984555118551,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8688906227133427,1,0,0,1,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.9767584652509992,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0679437672747982,1,0,0,0,1,0,0,1,0,1,0,0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4668872186056058,0,1,1,0,0,0,0,1,1,0,0,0
1.0,1.0,0.0,0.9923125145751528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9648304081745692,0,1,0,1,0,0,0,1,1,0,0,0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0226243404047026,1,0,0,0,1,0,0,1,0,0,0,1
0.0,0.0,0.0,0.9285636734320704,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5439448953089411,0,1,1,0,0,0,1,0,0,0,1,0
1.0,1.0,0.0,0.8602376838401232,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6803315392718176,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.9767584652509992,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.7983176941318935,0,1,0,1,0,0,0,1,0,1,0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2670338827367189,1,0,1,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0497519637871241,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6881029912341301,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.6381539641543058,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.567533355121411,0,1,1,0,0,0,1,0,0,0,0,1
1.0,1.0,1.0,0.8690614787257132,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5547630627874027,1,0,1,0,0,0,0,1,0,1,0,0
0.0,1.0,1.0,0.968889251268496,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2772088117218095,0,1,1,0,0,0,1,0,0,0,0,1
0.0,1.0,1.0,0.9767584652509992,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.2685611440598258,1,0,1,0,0,0,0,1,0,1,0,0
1.0,0.0,0.0,0.5511379709649509,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6837321765528566,1,0,0,1,0,1,0,0,0,1,0,0
1.0,0.0,0.0,0.3073952537968367,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9300577943026158,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.2637345902089357,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.524245418234722,0,1,1,0,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.920291677555515,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172525644448461,0,1,0,0,1,0,0,1,1,0,0,0
0.0,0.0,0.0,0.3471906800900553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5306520577893394,0,1,0,1,0,1,0,0,0,0,1,0
1.0,1.0,0.0,0.7467165703705313,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.3856591613970605,1,0,1,0,0,1,0,0,0,1,0,0
0.0,0.0,0.0,0.3839512352318975,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.658446712499112,1,0,0,1,0,1,0,0,1,0,0,0
0.0,1.0,0.0,0.9367645159985818,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8444468598194719,0,1,0,1,0,0,1,0,0,1,0,0
1.0,0.0,0.0,0.3839512352318975,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7147789923423711,1,0,0,1,0,1,0,0,0,1,0,0
0.0,1.0,1.0,0.9609567291417404,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9281501455029804,0,1,0,1,0,0,0,1,1,0,0,0
0.0,1.0,1.0,0.8147539374979358,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8564343903092536,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.8240415532150858,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.7612029660050699,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.8602376838401232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012410126331701,1,0,0,0,1,0,0,1,0,1,0,0
0.0,0.0,0.0,0.9845657700648542,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0832786534090334,1,0,0,0,1,0,1,0,0,1,0,0
0.0,0.0,0.0,0.187958695105774,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0097166065817396,0,1,0,0,1,0,1,0,0,0,0,1
0.0,1.0,0.0,0.968889251268496,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9166991536834352,0,1,0,1,0,0,0,1,1,0,0,0
0.0,0.0,0.0,0.4182492059464703,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0242341183176102,0,1,0,0,1,0,1,0,0,0,0,1
0.0,0.0,0.0,0.661153324059002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0848616293667076,0,1,0,0,1,0,1,0,1,0,0,0
0.0,0.0,1.0,0.2861143725768439,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0700625243067963,0,1,0,0,1,1,0,0,0,1,0,0
0.0,0.0,0.0,0.0909403957994292,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8084218406112754,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2731407570219589,0,1,1,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.2400798774610835,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102554998895081,1,0,0,0,1,0,1,0,0,0,0,1
0.0,1.0,0.0,0.9845657700648542,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5089509973339928,0,1,1,0,0,0,0,1,0,0,0,1
0.0,1.0,0.0,0.9367645159985818,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.308146263117433,1,0,1,0,0,0,0,1,0,0,1,0
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9181310076077718,1,0,0,1,0,0,0,1,0,1,0,0
0.0,0.0,0.0,0.3471906800900553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0605187716744137,1,0,1,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5993907350266279,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0497519637871241,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.735594309554179,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.4956904250574305,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8271666617149552,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.1267439425207783,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6370079350545844,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,0.36590996542709,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8779863729299074,1,0,0,1,0,0,1,0,0,0,0,1
0.0,1.0,1.0,0.4810095504676461,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8478044022680016,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.2149224348532317,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4211366159415177,1,0,1,0,0,0,1,0,0,0,1,0
1.0,1.0,1.0,0.6497444828057255,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.906194670460062,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.1267439425207783,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8012053706816575,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.5240280318728455,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02691530853653,0,1,0,0,1,0,0,1,0,0,0,1
0.0,1.0,0.0,0.9119467666736026,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.6360324803330195,0,1,1,0,0,0,0,1,1,0,0,0
1.0,0.0,0.0,0.187958695105774,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5694966087648183,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.187958695105774,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7587892534960627,1,0,0,1,0,1,0,0,1,0,0,0
0.0,1.0,1.0,0.7765586355295433,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012410126331701,1,0,0,0,1,0,0,1,0,0,0,1
0.0,1.0,1.0,0.8778000968445132,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.7727825027702881,1,0,0,1,0,0,1,0,0,0,1,0
0.0,0.0,0.0,0.4346085497692368,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0589257814611526,0,1,0,0,1,0,1,0,0,0,0,1
1.0,1.0,1.0,0.7765586355295433,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.827646959585951,0,1,0,1,0,1,0,0,0,0,1,0
1.0,1.0,0.0,0.7467165703705313,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7679589551646469,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.9923125145751528,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4271178363683964,1,0,1,0,0,0,0,1,1,0,0,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6194366882991929,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,0.842324957517367,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7713356266551223,1,0,0,1,0,0,1,0,1,0,0,0
0.0,0.0,0.0,0.5511379709649509,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0167148859952522,0,1,0,0,1,0,1,0,0,1,0,0
0.0,1.0,0.0,0.3277165405465304,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2883829976598302,1,0,1,0,0,1,0,0,1,0,0,0
0.0,0.0,0.0,0.3277165405465304,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0716508246103761,0,1,0,0,1,0,1,0,0,1,0,0
0.0,0.0,0.0,0.4182492059464703,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5193143743972547,1,0,1,0,0,1,0,0,0,0,0,1
1.0,0.0,0.0,0.6943649565089509,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5306520577893394,0,1,1,0,0,0,1,0,0,1,0,0
0.0,0.0,0.0,0.5511379709649509,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6968398169239921,1,0,0,1,0,0,1,0,0,1,0,0
0.0,0.0,0.0,0.1587688878906996,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3686143332785481,1,0,1,0,0,1,0,0,0,1,0,0
0.0,1.0,0.0,0.9923125145751528,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0663539266803728,0,1,0,0,1,0,0,1,1,0,0,0
0.0,1.0,1.0,0.2149224348532317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5193143743972547,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,0.7765586355295433,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.361082662424992,1,0,1,0,0,1,0,0,0,0,1,0
0.0,1.0,0.0,0.5511379709649509,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.308146263117433,1,0,1,0,0,0,1,0,1,0,0,0
0.0,1.0,0.0,0.1267439425207783,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0145632498251588,1,0,0,0,1,1,0,0,0,0,0,1
0.0,0.0,1.0,0.2149224348532317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019402362960857,1,0,0,0,1,0,1,0,0,0,0,1
1.0,1.0,0.0,0.6143937700981975,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7191385877951108,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.2149224348532317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129485474907393,0,1,0,0,1,0,0,1,0,0,0,1
1.0,1.0,1.0,0.9923125145751528,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.6924722017526846,0,1,0,1,0,0,1,0,1,0,0,0
0.0,0.0,1.0,0.4810095504676461,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0145632498251588,0,1,0,0,1,0,0,1,0,0,0,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.571950152698304,1,0,0,1,0,1,0,0,0,0,1,0
1.0,1.0,0.0,0.9845657700648542,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9515023045813604,1,0,0,1,0,0,0,1,0,0,1,0
0.0,1.0,1.0,0.2861143725768439,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3821529492958223,1,0,1,0,0,1,0,0,0,1,0,0
0.0,1.0,1.0,0.6263734002286339,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.720591442885258,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,0.9119467666736026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215507081869915,1,0,0,0,1,0,0,1,0,1,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1231974757617591,1,0,1,0,0,1,0,0,0,0,1,0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9529308673184114,0,1,0,1,0,0,0,1,1,0,0,0
0.0,1.0,0.0,0.9845657700648542,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5763650732772732,0,1,1,0,0,0,0,1,0,1,0,0
0.0,0.0,0.0,0.1587688878906996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140251089933381,1,0,0,0,1,0,1,0,0,0,1,0
0.0,0.0,0.0,0.1267439425207783,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6121070830230537,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0658238317873351,0,1,1,0,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.661153324059002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344110613382228,0,1,0,0,1,0,0,1,1,0,0,0
0.0,1.0,0.0,0.8690614787257132,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.729788895526124,1,0,0,1,0,1,0,0,0,0,1,0
1.0,1.0,0.0,0.3277165405465304,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.8026489751855643,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018327646290799,1,0,0,0,1,1,0,0,0,1,0,0
1.0,1.0,0.0,0.6381539641543058,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9157445079003944,0,1,0,1,0,1,0,0,1,0,0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0253068592498663,0,1,0,0,1,1,0,0,0,0,0,1
1.0,1.0,1.0,0.9845657700648542,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8966386462807455,1,0,0,1,0,0,1,0,0,0,1,0
0.0,0.0,0.0,0.2400798774610835,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6710962855659143,0,1,0,1,0,1,0,0,1,0,0,0
0.0,1.0,1.0,0.8053650839901318,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.348010088044931,0,1,1,0,0,0,1,0,1,0,0,0
1.0,0.0,0.0,0.8053650839901318,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8497226360366842,1,0,0,1,0,0,1,0,1,0,0,0
1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8050546372378895,0,1,0,1,0,0,0,1,1,0,0,0
0.0,1.0,1.0,0.6022053266017849,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8214017731492571,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.8602376838401232,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.335418687855655,1,0,1,0,0,1,0,0,0,1,0,0
0.0,1.0,0.0,0.7862708497641429,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4161490198287775,1,0,1,0,0,1,0,0,1,0,0,0
0.0,1.0,0.0,0.4810095504676461,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9281501455029804,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.4182492059464703,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8074598684809821,1,0,0,1,0,0,1,0,1,0,0,0
0.0,0.0,0.0,0.2861143725768439,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8631429515437732,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4743241791155603,0,1,1,0,0,0,0,1,0,1,0,0
0.0,1.0,0.0,0.842324957517367,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7621683240983848,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.0909403957994292,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151012977007883,1,0,0,0,1,1,0,0,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1860486810200285,1,0,1,0,0,1,0,0,0,0,0,1
1.0,1.0,1.0,0.9367645159985818,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0658238317873351,0,1,0,0,1,0,0,1,1,0,0,0
0.0,1.0,0.0,0.9767584652509992,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8822928763907066,1,0,0,1,0,0,1,0,0,1,0,0
1.0,0.0,0.0,0.5240280318728455,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8329291289012937,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.2861143725768439,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.4787834403754019,1,0,1,0,0,0,1,0,0,0,0,1
0.0,1.0,0.0,0.1267439425207783,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4857157680948834,0,1,1,0,0,1,0,0,0,0,1,0
0.0,0.0,1.0,0.4504984555118551,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018865050156262,0,1,0,0,1,1,0,0,0,0,1,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2792418896152168,1,0,1,0,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.9529594471554486,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5709688047584117,1,0,0,1,0,0,1,0,1,0,0,0
0.0,1.0,0.0,0.9448958980460652,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8693694906164171,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,0.9367645159985818,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9023730065802792,0,1,0,1,0,0,1,0,0,0,0,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0210137573204771,1,0,0,0,1,1,0,0,1,0,0,0
0.0,1.0,1.0,0.8690614787257132,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.516847913365674,1,0,1,0,0,0,1,0,1,0,0,0
0.0,0.0,0.0,0.3277165405465304,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7220441267860958,1,0,0,1,0,1,0,0,1,0,0,0
0.0,1.0,0.0,0.920291677555515,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0589257814611526,0,1,0,0,1,0,1,0,0,1,0,0
0.0,0.0,0.0,0.187958695105774,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6652597347532526,1,0,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012410126331701,1,0,0,0,1,0,0,1,1,0,0,0
0.0,0.0,0.0,0.0909403957994292,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6125958760853245,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.2149224348532317,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7761579217986034,1,0,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.661153324059002,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6579599141723902,0,1,0,1,0,1,0,0,0,0,1,0
0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0790543190155361,1,0,0,0,1,0,0,1,1,0,0,0
1.0,0.0,0.0,0.4504984555118551,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7302727832203135,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.291427248345201,0,1,1,0,0,1,0,0,0,1,0,0
0.0,1.0,0.0,0.8778000968445132,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.532622491804692,1,0,1,0,0,0,0,1,0,1,0,0
0.0,1.0,1.0,0.920291677555515,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8789434849629987,1,0,0,1,0,0,1,0,0,1,0,0
0.0,0.0,0.0,0.1587688878906996,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6788738235300167,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.7667314905909031,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.829087752397284,0,1,0,1,0,1,0,0,0,1,0,0
0.0,1.0,0.0,0.683456556708244,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8161151516967826,1,0,0,1,0,1,0,0,0,0,1,0
1.0,1.0,0.0,0.4013792551953058,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.375637280492014,0,1,1,0,0,1,0,0,1,0,0,0
0.0,1.0,0.0,0.8950307844930321,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6813032497418725,0,1,0,1,0,0,1,0,0,0,1,0
0.0,1.0,0.0,0.6263734002286339,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6165054341609919,0,1,0,1,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.5642768936191539,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3916662237748926,1,0,1,0,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.3073952537968367,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5577114681643658,0,1,0,1,0,1,0,0,0,0,1,0
1.0,1.0,0.0,0.577158862668874,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8765505854300432,0,1,0,1,0,1,0,0,0,0,1,0
1.0,0.0,0.0,0.1587688878906996,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.333402059989133,0,1,1,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,0.683456556708244,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0167148859952522,1,0,0,0,1,0,1,0,0,0,1,0
0.0,0.0,0.0,0.7051197889498053,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3374347589405178,1,0,1,0,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0.8332309387360852,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.8031301421165653,1,0,0,1,0,1,0,0,1,0,0,0
0.0,0.0,0.0,0.5642768936191539,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0226243404047026,0,1,0,0,1,0,0,1,0,1,0,0
0.0,1.0,0.0,0.8602376838401232,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8607474019305359,0,1,0,1,0,0,1,0,0,0,1,0
